date,id,temperature,high_temperature,low_temperature,precipitation,hours_of_sunlight,global_irradiance,deepest_snow,amount_of_snowfall,wind_velocity,humidity,atmospheric_pressure,degree_of_cloudiness,weather_06-18,weather_18-06
2014-11-24,kumagaya,11.7,14.7,9.0,0.0,0.5,,0.0,0.0,1.3,66.0,1017.4,10.0,曇,曇一時晴
2014-11-25,kumagaya,9.5,11.0,7.1,10.5,0.0,,0.0,0.0,1.4,90.0,1012.1,10.0,雨一時曇,雨
2014-11-26,kumagaya,9.9,10.6,8.7,30.5,0.0,,0.0,0.0,1.7,95.0,1011.9,10.0,雨,雨後一時曇
2014-11-27,kumagaya,11.8,17.5,7.7,0.5,9.4,,0.0,0.0,1.4,81.0,1016.5,1.0,晴,晴後曇一時雨
2014-11-28,kumagaya,11.8,14.4,8.3,0.0,0.0,,0.0,0.0,1.4,78.0,1020.2,10.0,曇,曇
2014-11-29,kumagaya,12.0,15.6,9.0,4.0,2.4,,0.0,0.0,1.8,89.0,1010.5,3.7,曇時々雨後晴,快晴
2014-11-30,kumagaya,12.9,16.8,7.2,2.0,4.2,,0.0,0.0,2.4,81.0,1012.2,7.0,晴後曇一時雨,雨時々曇
2014-12-01,kumagaya,12.9,15.6,10.6,8.0,0.0,,0.0,0.0,2.2,87.0,995.6,7.0,雨欠q々曇,快晴
2014-12-02,kumagaya,9.5,13.9,2.9,0.0,9.4,,0.0,0.0,4.4,34.0,998.8,0.0,快晴,快晴
2014-12-03,kumagaya,6.0,13.5,-0.5,0.0,9.1,,0.0,0.0,1.6,49.0,1008.9,1.0,晴後一時曇,晴一時薄曇
2014-12-04,kumagaya,6.2,10.4,1.6,0.5,1.4,,0.0,0.0,1.4,69.0,1006.3,9.7,曇一時晴後雨,晴一時曇
2014-12-05,kumagaya,7.2,13.7,2.4,0.0,7.9,,0.0,0.0,3.4,50.0,1001.0,1.7,晴,晴
2014-12-06,kumagaya,4.2,10.3,-1.4,0.0,7.9,,0.0,0.0,2.4,51.0,1005.1,1.7,晴後一時曇,快晴
2014-12-07,kumagaya,4.9,10.0,0.1,0.0,8.0,,0.0,0.0,2.6,49.0,1015.6,4.7,晴後薄曇,晴時々曇
2014-12-08,kumagaya,4.5,10.6,-0.5,0.0,9.1,,0.0,0.0,1.7,57.0,1020.7,0.7,晴後一時薄曇,晴一時薄曇
2014-12-09,kumagaya,5.8,14.8,-0.8,0.0,8.6,,0.0,0.0,3.8,52.0,1020.3,0.3,快晴,快晴
2014-12-10,kumagaya,5.8,9.6,3.4,0.0,5.3,,0.0,0.0,2.9,46.0,1022.9,10.0,薄曇一時晴,薄曇後一時晴
2014-12-11,kumagaya,7.3,12.3,1.0,0.5,1.3,,0.0,0.0,2.6,64.0,1007.7,10.0,曇時々晴一時雨,薄曇後一時晴
2014-12-12,kumagaya,7.9,10.1,2.5,0.0,0.4,,0.0,0.0,3.6,53.0,1006.7,8.0,曇一時晴,晴一時曇
2014-12-13,kumagaya,5.1,12.4,-0.4,0.0,8.5,,0.0,0.0,2.6,55.0,1005.7,1.3,晴,晴
2014-12-14,kumagaya,4.0,9.9,0.5,0.0,8.5,,0.0,0.0,2.5,52.0,1013.0,1.7,晴,快晴
2014-12-15,kumagaya,3.4,9.9,-2.2,0.0,8.0,,0.0,0.0,2.7,51.0,1020.3,7.0,晴欠q々薄曇,曇
2014-12-16,kumagaya,3.4,7.2,1.5,1.5,0.0,,0.0,0.0,2.3,65.0,1005.5,6.7,曇一時雪後雨、あられを伴う,晴一時雨
2014-12-17,kumagaya,3.9,9.0,-0.3,0.0,7.1,,0.0,0.0,3.9,45.0,994.7,2.3,晴,晴一時雪
2014-12-18,kumagaya,2.9,7.9,-1.6,0.0,9.4,,0.0,0.0,4.7,47.0,1010.5,0.3,快晴,快晴
2014-12-19,kumagaya,4.3,10.4,-0.9,0.0,9.3,,0.0,0.0,2.9,46.0,1025.3,0.0,快晴,晴後曇
2014-12-20,kumagaya,4.7,9.9,1.7,5.0,0.9,,0.0,0.0,2.6,66.0,1013.3,10.0,曇一時晴後雨,雨後晴
2014-12-21,kumagaya,8.6,12.8,3.7,0.0,4.5,,0.0,0.0,3.0,52.0,1004.6,6.0,晴後曇,薄曇後晴
2014-12-22,kumagaya,5.5,11.0,0.2,0.0,9.1,,0.0,0.0,2.8,39.0,1006.0,0.3,快晴,晴
2014-12-23,kumagaya,5.2,10.3,1.0,0.0,9.2,,0.0,0.0,3.6,44.0,1015.9,0.7,晴,晴
2014-12-24,kumagaya,3.1,10.0,-1.8,0.0,5.9,,0.0,0.0,1.4,61.0,1011.9,3.7,薄曇後晴,晴
2014-12-25,kumagaya,5.5,10.9,0.1,0.0,8.9,,0.0,0.0,4.5,44.0,1008.9,1.7,晴,快晴
2014-12-26,kumagaya,3.3,9.2,-2.9,0.0,9.3,,0.0,0.0,3.7,45.0,1015.1,0.0,快晴,快晴
2014-12-27,kumagaya,3.2,8.7,-1.6,0.0,9.2,,0.0,0.0,3.6,45.0,1022.2,0.0,快晴,快晴
2014-12-28,kumagaya,1.8,7.8,-3.5,0.0,9.0,,0.0,0.0,1.6,51.0,1018.9,6.7,晴後薄曇,曇一時雨
2014-12-29,kumagaya,4.1,7.6,1.7,3.5,1.2,,0.0,0.0,1.7,79.0,1005.0,5.3,雨後曇一時晴,晴一時曇
2014-12-30,kumagaya,4.9,11.9,-0.5,0.0,7.9,,0.0,0.0,1.8,69.0,1004.2,2.3,晴,快晴
2014-12-31,kumagaya,6.1,13.0,-1.2,0.0,7.8,,0.0,0.0,1.9,60.0,1002.1,5.3,晴後一時薄曇,曇後晴
2015-01-01,kumagaya,2.8,6.3,-1.6,0.0,5.0,,0.0,0.0,5.5,40.0,1000.0,4.0,晴時々曇,快晴
2015-01-02,kumagaya,1.5,7.5,-4.6,0.0,5.7,,0.0,0.0,2.1,41.0,1006.5,5.7,晴,晴一時曇
2015-01-03,kumagaya,3.3,9.0,-1.3,0.0,9.4,,0.0,0.0,4.2,43.0,1011.1,0.0,快晴,晴後一時曇
2015-01-04,kumagaya,2.3,9.6,-3.3,0.0,7.1,,0.0,0.0,1.1,56.0,1009.6,4.0,曇後晴,快晴
2015-01-05,kumagaya,6.4,13.2,-0.2,0.0,9.1,,0.0,0.0,2.8,52.0,1013.6,3.3,快晴,曇一時晴
2015-01-06,kumagaya,6.4,11.5,2.4,0.0,2.1,,0.0,0.0,3.2,54.0,1000.3,7.0,曇時々雨一時晴,晴
2015-01-07,kumagaya,4.7,10.7,2.0,0.0,9.2,,0.0,0.0,5.5,35.0,1000.1,1.3,晴,快晴
2015-01-08,kumagaya,4.8,10.3,0.6,0.0,9.0,,0.0,0.0,4.5,36.0,1005.7,0.0,快晴,快晴
2015-01-09,kumagaya,5.5,10.6,2.4,0.0,9.5,,0.0,0.0,4.6,34.0,1007.6,0.0,快晴,快晴
2015-01-10,kumagaya,5.2,10.6,1.0,0.0,9.1,,0.0,0.0,4.3,34.0,1008.1,0.0,快晴,快晴
2015-01-11,kumagaya,5.1,11.1,-0.8,0.0,7.4,,0.0,0.0,3.1,46.0,1007.9,5.3,晴,晴一時曇
2015-01-12,kumagaya,4.1,8.7,0.4,0.0,9.5,,0.0,0.0,5.3,43.0,1015.8,0.3,快晴,快晴
2015-01-13,kumagaya,5.7,11.1,2.2,0.0,9.6,,0.0,0.0,5.6,39.0,1024.0,0.0,快晴,快晴
2015-01-14,kumagaya,4.8,10.8,-1.9,0.0,6.4,,0.0,0.0,1.5,46.0,1023.1,8.0,晴後曇,曇
2015-01-15,kumagaya,4.5,7.2,1.2,18.0,0.0,,0.0,0.0,2.5,70.0,1009.6,10.0,曇後雨時々みぞれ,曇時々雨一時みぞれ後晴
2015-01-16,kumagaya,8.2,11.9,4.2,0.0,8.1,,0.0,0.0,4.3,51.0,1009.1,6.7,晴後薄曇,曇後晴
2015-01-17,kumagaya,4.5,10.0,-0.6,0.0,6.2,,0.0,0.0,4.6,53.0,1004.5,1.7,晴,快晴
2015-01-18,kumagaya,3.2,9.1,-2.2,0.0,9.7,,0.0,0.0,4.7,42.0,1013.7,3.0,快晴,薄曇時々晴
2015-01-19,kumagaya,4.3,13.2,-2.4,0.0,9.4,,0.0,0.0,3.2,49.0,1008.2,0.7,晴,快晴
2015-01-20,kumagaya,4.8,9.8,1.0,0.0,9.6,,0.0,0.0,4.9,44.0,1018.4,0.3,快晴,晴後一時曇
2015-01-21,kumagaya,1.7,3.9,-1.3,0.0,0.0,,0.0,0.0,1.6,59.0,1024.0,10.0,曇後一時みぞれ,曇一時みぞれ
2015-01-22,kumagaya,4.2,5.0,3.5,6.0,0.0,,0.0,0.0,1.7,86.0,1008.5,10.0,雨,曇時々雨
2015-01-23,kumagaya,6.3,11.5,2.3,0.5,6.7,,0.0,0.0,5.3,55.0,1003.9,3.3,曇後晴,快晴
2015-01-24,kumagaya,4.9,11.0,0.0,0.0,9.3,,0.0,0.0,3.4,43.0,1017.5,0.7,快晴,快晴
2015-01-25,kumagaya,4.8,11.2,-1.8,0.0,6.4,,0.0,0.0,1.6,61.0,1023.7,8.3,晴後薄曇,曇
2015-01-26,kumagaya,8.6,13.9,4.6,0.5,5.4,,0.0,0.0,1.9,63.0,1018.3,10.0,曇時々晴,雨一時曇
2015-01-27,kumagaya,9.2,16.8,6.2,4.5,6.8,,0.0,0.0,4.4,62.0,1006.2,8.0,晴時々曇,曇時々雨後晴、あられを伴う
2015-01-28,kumagaya,4.1,8.5,-0.2,0.0,9.5,,0.0,0.0,5.6,35.0,1014.3,1.0,晴,快晴
2015-01-29,kumagaya,3.2,7.8,-1.2,0.0,7.4,,0.0,0.0,3.1,39.0,1022.5,6.7,晴後曇,曇後一時雪
2015-01-30,kumagaya,2.1,3.8,0.5,3.5,0.0,,0.0,0.0,2.1,83.0,1013.6,7.7,雪後雨一時みぞれ,晴一時曇
2015-01-31,kumagaya,4.5,9.9,0.8,0.0,8.9,,0.0,0.0,5.2,51.0,1008.4,1.0,晴,快晴
2015-02-01,kumagaya,3.0,7.8,-0.8,0.0,10.1,,0.0,0.0,5.8,37.0,1016.2,0.3,快晴,快晴
2015-02-02,kumagaya,4.0,8.8,0.5,0.0,9.4,,0.0,0.0,5.2,34.0,1018.2,3.3,快晴,晴一時薄曇
2015-02-03,kumagaya,4.4,10.5,-0.1,0.0,10.1,,0.0,0.0,4.1,40.0,1018.4,1.0,快晴,晴時々曇
2015-02-04,kumagaya,3.9,9.6,-3.2,0.0,8.2,,0.0,0.0,1.8,52.0,1016.3,7.0,晴後薄曇,曇
2015-02-05,kumagaya,2.7,4.0,0.7,4.0,0.0,,0.0,0.0,1.2,84.0,1010.6,10.0,雨時々みぞれ一時曇,曇一時雨後晴
2015-02-06,kumagaya,4.3,12.1,-1.8,0.0,9.5,,0.0,0.0,3.0,60.0,1012.6,1.0,晴,快晴
2015-02-07,kumagaya,4.9,10.0,-0.8,0.0,8.7,,0.0,0.0,2.1,53.0,1018.3,9.3,薄曇一時晴,曇
2015-02-08,kumagaya,3.1,5.6,0.9,4.0,1.0,,0.0,0.0,1.5,81.0,1006.7,10.0,曇時々雨一時晴、みぞれを伴う,霧一時曇後晴
2015-02-09,kumagaya,2.3,7.9,-1.7,0.0,7.7,,0.0,0.0,5.8,35.0,1006.1,3.7,晴一時曇,晴後一時薄曇
2015-02-10,kumagaya,2.3,9.0,-3.5,0.0,10.4,,0.0,0.0,2.1,44.0,1007.3,0.0,快晴,快晴
2015-02-11,kumagaya,3.9,11.2,-3.3,0.0,10.1,,0.0,0.0,1.8,50.0,1008.4,4.0,晴,晴一時薄曇
2015-02-12,kumagaya,5.1,12.9,-2.1,0.0,10.0,,0.0,0.0,1.5,57.0,1000.9,0.0,晴,晴
2015-02-13,kumagaya,3.4,10.0,-1.0,0.0,8.5,,0.0,0.0,4.8,42.0,1000.2,2.7,晴欠q々曇,快晴
2015-02-14,kumagaya,4.0,10.0,0.0,0.0,10.4,,0.0,0.0,5.1,33.0,1007.9,0.0,快晴,快晴
2015-02-15,kumagaya,4.1,10.3,-1.3,0.0,10.0,,0.0,0.0,5.8,47.0,1010.0,1.0,晴,快晴
2015-02-16,kumagaya,6.7,14.3,1.7,0.0,10.5,,0.0,0.0,5.7,27.0,1010.2,6.0,晴一時薄曇,薄曇一時晴
2015-02-17,kumagaya,3.8,7.2,1.7,0.0,0.3,,0.0,0.0,1.4,61.0,1009.8,10.0,曇後雨,雨
2015-02-18,kumagaya,3.6,5.4,2.1,11.0,0.0,,0.0,0.0,1.7,91.0,1005.2,7.7,雨,晴一時曇、霧を伴う
2015-02-19,kumagaya,6.0,13.8,-0.7,0.0,9.0,,0.0,0.0,2.8,64.0,1007.3,2.3,晴一時霧,晴
2015-02-20,kumagaya,5.7,12.5,-0.2,0.0,9.9,,0.0,0.0,2.7,58.0,1017.5,3.3,晴,快晴
2015-02-21,kumagaya,4.8,10.8,-2.1,0.0,10.1,,0.0,0.0,2.0,59.0,1024.1,6.7,晴時々薄曇,曇
2015-02-22,kumagaya,4.8,6.1,3.6,0.0,0.0,,0.0,0.0,1.0,76.0,1019.5,10.0,曇一時雨,曇
2015-02-23,kumagaya,10.5,17.3,5.6,0.0,5.3,,0.0,0.0,1.9,77.0,1007.1,8.0,曇後一時雨,曇
2015-02-24,kumagaya,9.0,13.5,4.9,0.0,2.3,,0.0,0.0,2.0,69.0,1009.4,10.0,曇,曇
2015-02-25,kumagaya,8.7,12.9,6.2,0.0,3.4,,0.0,0.0,2.4,58.0,1015.3,7.7,曇後一時晴,曇一時雨
2015-02-26,kumagaya,6.1,7.1,4.4,7.5,0.0,,0.0,0.0,1.7,84.0,1014.1,10.0,雨時々曇,雨一時曇後晴
2015-02-27,kumagaya,7.0,13.7,2.2,0.0,10.6,,0.0,0.0,4.9,50.0,1005.5,0.7,晴,晴
2015-02-28,kumagaya,6.4,12.4,2.0,0.0,9.6,,0.0,0.0,4.1,39.0,1020.1,7.0,晴時々薄曇,曇後一時雨
2015-03-01,kumagaya,5.5,8.6,4.3,19.0,0.0,,0.0,0.0,2.8,77.0,1010.1,10.0,雨一時曇,雨後晴
2015-03-02,kumagaya,7.7,12.5,3.6,0.0,11.1,,0.0,0.0,5.0,41.0,1007.7,0.0,快晴,晴
2015-03-03,kumagaya,3.9,6.2,0.1,0.0,0.0,,0.0,0.0,1.5,64.0,1015.9,10.0,曇一時雨,雨一時曇
2015-03-04,kumagaya,10.4,19.4,2.4,8.0,9.3,,0.0,0.0,3.5,56.0,1000.9,7.7,晴一時曇,曇時々晴
2015-03-05,kumagaya,8.2,13.1,4.9,0.0,10.0,,0.0,0.0,4.8,30.0,1012.1,5.0,晴,曇
2015-03-06,kumagaya,7.3,12.0,4.3,0.0,5.6,,0.0,0.0,2.5,45.0,1020.5,10.0,曇時々晴,曇後雨
2015-03-07,kumagaya,6.1,7.8,4.2,1.0,0.0,,0.0,0.0,1.6,76.0,1020.6,10.0,曇一時雨,雨時々曇
2015-03-08,kumagaya,8.5,12.8,5.5,5.0,0.3,,0.0,0.0,2.0,80.0,1018.7,10.0,雨時々曇,曇時々雨
2015-03-09,kumagaya,9.2,11.4,8.0,17.0,0.0,,0.0,0.0,1.8,86.0,1010.4,10.0,雨時々曇,雨後一時晴
2015-03-10,kumagaya,7.1,12.5,1.0,2.0,9.3,,0.0,0.0,6.6,46.0,995.1,3.7,晴後一時雨,快晴
2015-03-11,kumagaya,5.3,12.5,-1.2,0.0,11.4,,0.0,0.0,3.7,29.0,1004.5,2.3,晴,快晴
2015-03-12,kumagaya,6.6,15.0,-1.4,0.0,11.2,,0.0,0.0,3.5,34.0,1007.0,0.7,快晴,快晴
2015-03-13,kumagaya,7.9,14.5,0.6,0.0,9.0,,0.0,0.0,2.3,31.0,1012.0,6.7,晴後曇,晴時々薄曇
2015-03-14,kumagaya,8.1,13.6,2.9,0.0,7.8,,0.0,0.0,2.5,42.0,1016.0,5.0,薄曇時々晴,晴時々曇
2015-03-15,kumagaya,6.9,12.1,2.6,0.0,6.8,,0.0,0.0,1.9,59.0,1021.3,6.7,薄曇一時晴,晴後一時薄曇
2015-03-16,kumagaya,9.8,15.2,3.0,0.0,2.3,,0.0,0.0,1.6,66.0,1019.2,10.0,薄曇,曇後一時晴
2015-03-17,kumagaya,14.5,23.3,6.8,0.0,10.7,,0.0,0.0,2.3,61.0,1014.5,3.3,晴,薄曇時々晴
2015-03-18,kumagaya,14.3,20.8,8.3,0.0,5.6,,0.0,0.0,2.6,53.0,1014.2,10.0,薄曇一時晴,曇時々雨
2015-03-19,kumagaya,11.7,13.7,9.3,1.5,0.0,,0.0,0.0,1.5,85.0,1005.9,7.7,曇時々雨,曇一時晴
2015-03-20,kumagaya,12.2,15.5,10.1,0.0,0.4,,0.0,0.0,2.3,79.0,1010.1,7.7,曇,曇一時晴
2015-03-21,kumagaya,10.8,15.8,6.0,0.0,8.2,,0.0,0.0,2.6,55.0,1012.4,3.3,晴一時曇,　快晴
2015-03-22,kumagaya,11.3,20.0,3.5,0.0,9.6,,0.0,0.0,2.3,53.0,1008.7,1.3,晴,快晴
2015-03-23,kumagaya,9.5,15.7,3.2,0.0,9.8,,0.0,0.0,4.1,28.0,1008.5,3.7,晴欠q々曇,快晴
2015-03-24,kumagaya,6.8,13.5,1.6,0.0,10.1,,0.0,0.0,5.2,35.0,1015.2,1.7,晴,快晴
2015-03-25,kumagaya,7.2,13.1,2.9,0.0,12.0,,0.0,0.0,6.4,37.0,1022.7,0.3,快晴,快晴
2015-03-26,kumagaya,9.2,16.4,3.5,0.0,11.8,,0.0,0.0,4.3,25.0,1025.4,0.0,快晴,快晴
2015-03-27,kumagaya,12.0,22.0,0.4,0.0,11.9,,0.0,0.0,2.3,31.0,1019.5,0.0,快晴,晴後一時薄曇
2015-03-28,kumagaya,12.9,21.7,4.9,0.0,5.7,,0.0,0.0,1.7,32.0,1014.3,6.0,薄曇後晴,快晴
2015-03-29,kumagaya,13.9,20.0,5.1,0.0,5.2,,0.0,0.0,1.9,40.0,1010.3,4.7,晴後曇,晴一時曇
2015-03-30,kumagaya,16.5,24.9,9.9,0.0,11.3,,0.0,0.0,3.5,40.0,1013.5,2.7,晴,晴時々曇
2015-03-31,kumagaya,16.1,25.0,9.2,0.0,11.2,,0.0,0.0,2.1,51.0,1013.9,1.0,快晴,晴後薄曇
2015-04-01,kumagaya,14.1,20.6,10.2,3.0,1.3,,0.0,0.0,2.0,65.0,1007.3,10.0,曇一時雨,晴時々曇一時雨
2015-04-02,kumagaya,12.0,18.8,6.1,0.0,11.0,,0.0,0.0,3.2,59.0,1014.8,2.7,晴,晴
2015-04-03,kumagaya,14.5,20.4,7.1,0.0,4.7,,0.0,0.0,1.9,61.0,1005.7,10.0,曇,曇
2015-04-04,kumagaya,12.9,16.9,10.1,1.5,0.0,,0.0,0.0,2.4,70.0,1015.3,10.0,雨後曇,曇後一時雨
2015-04-05,kumagaya,10.4,12.4,8.7,2.5,0.0,,0.0,0.0,1.2,78.0,1013.1,9.7,曇時々雨,曇欠q々晴
2015-04-06,kumagaya,15.8,23.1,8.6,0.0,5.8,,0.0,0.0,2.1,70.0,1007.8,7.3,晴後曇,雨時々曇
2015-04-07,kumagaya,10.2,14.4,7.7,10.5,0.0,,0.0,0.0,2.1,93.0,1013.4,10.0,雨,雨時々曇
2015-04-08,kumagaya,3.3,7.8,0.8,19.5,0.0,,0.0,0.0,1.5,91.0,1021.9,10.0,みぞれ時々雪一時雨,曇一時雨
2015-04-09,kumagaya,6.1,9.3,3.5,0.0,1.9,,0.0,0.0,1.6,67.0,1025.0,10.0,曇後一時晴,曇時々晴
2015-04-10,kumagaya,7.8,11.8,2.6,6.0,0.6,,0.0,0.0,1.8,75.0,1021.6,10.0,曇後一時雨,雨
2015-04-11,kumagaya,12.1,18.6,8.4,4.5,1.2,,0.0,0.0,2.2,78.0,1017.9,9.7,雨後曇,晴一時曇
2015-04-12,kumagaya,12.1,18.4,5.3,0.0,9.5,,0.0,0.0,2.3,57.0,1026.0,9.3,晴後薄曇,曇
2015-04-13,kumagaya,9.1,10.7,7.9,15.5,0.0,,0.0,0.0,2.3,87.0,1021.3,10.0,雨一時曇,雨後一時曇
2015-04-14,kumagaya,11.7,13.7,8.5,15.5,0.0,,0.0,0.0,1.4,92.0,1007.1,10.0,雨一時曇,雨後一時曇
2015-04-15,kumagaya,14.6,23.4,10.2,2.5,4.6,,0.0,0.0,3.0,66.0,998.6,4.7,晴時々曇一時雨、雷を伴う,晴一時曇
2015-04-16,kumagaya,14.9,21.7,6.2,0.0,8.1,,0.0,0.0,1.9,56.0,1006.5,9.3,晴後薄曇,薄曇後一時晴
2015-04-17,kumagaya,15.2,21.8,9.4,0.0,6.9,,0.0,0.0,2.5,54.0,1006.8,7.0,曇一時晴、雷を伴う,晴一時曇
2015-04-18,kumagaya,14.0,21.3,5.1,0.0,11.5,,0.0,0.0,2.5,48.0,1012.8,5.3,晴後薄曇,晴
2015-04-19,kumagaya,13.6,19.2,7.7,0.0,1.7,,0.0,0.0,1.6,55.0,1013.1,10.0,曇一時晴後雨,曇
2015-04-20,kumagaya,14.6,17.4,11.7,0.5,0.3,,0.0,0.0,1.4,80.0,1003.7,10.0,曇時々雨,曇一時雨
2015-04-21,kumagaya,17.2,20.1,14.1,0.0,0.4,,0.0,0.0,3.3,62.0,1003.9,10.0,曇,曇後一時晴
2015-04-22,kumagaya,16.3,22.2,10.6,0.0,6.0,,0.0,0.0,2.4,55.0,1014.6,7.3,晴後曇,曇後晴
2015-04-23,kumagaya,18.4,26.1,11.1,0.0,12.1,,0.0,0.0,3.1,53.0,1015.6,4.7,晴後一時薄曇,曇
2015-04-24,kumagaya,17.8,25.2,11.9,0.0,7.7,,0.0,0.0,2.2,64.0,1014.2,10.0,薄曇,薄曇後一時晴
2015-04-25,kumagaya,17.5,24.7,12.9,0.0,11.2,,0.0,0.0,2.7,41.0,1013.6,3.7,晴,晴時々曇
2015-04-26,kumagaya,17.5,25.7,10.0,0.0,12.3,,0.0,0.0,2.2,48.0,1015.8,0.0,快晴,快晴
2015-04-27,kumagaya,20.1,29.3,11.0,0.0,12.4,,0.0,0.0,2.2,54.0,1013.6,0.0,快晴,快晴
2015-04-28,kumagaya,21.8,30.9,12.8,0.0,11.2,,0.0,0.0,2.3,45.0,1013.2,8.3,晴時々薄曇,薄曇後晴
2015-04-29,kumagaya,19.7,25.5,14.3,0.0,9.2,,0.0,0.0,2.5,61.0,1012.6,5.3,薄曇後晴,薄曇時々晴
2015-04-30,kumagaya,19.8,26.6,13.1,0.0,11.0,,0.0,0.0,2.3,57.0,1012.0,6.3,晴一時薄曇,晴
2015-05-01,kumagaya,21.2,29.3,12.8,0.0,12.4,,0.0,0.0,2.0,50.0,1010.7,0.7,快晴,快晴
2015-05-02,kumagaya,21.5,29.1,14.1,0.0,12.5,,0.0,0.0,2.6,50.0,1012.5,0.0,快晴,晴後一時曇
2015-05-03,kumagaya,21.1,28.3,14.3,0.0,10.0,,0.0,0.0,2.5,54.0,1009.9,9.3,薄曇,曇後一時雨
2015-05-04,kumagaya,22.1,28.7,17.3,0.0,5.7,,0.0,0.0,2.0,60.0,1000.8,7.0,曇時々晴,曇時々晴
2015-05-05,kumagaya,18.9,24.1,12.4,0.0,8.3,,0.0,0.0,4.5,35.0,1004.4,3.3,曇後晴,快晴
2015-05-06,kumagaya,18.1,25.5,9.8,0.0,9.0,,0.0,0.0,2.4,48.0,1008.9,6.7,晴後薄曇,曇
2015-05-07,kumagaya,19.7,26.1,14.3,0.0,5.4,,0.0,0.0,1.9,52.0,1007.6,5.0,曇後晴,晴後曇
2015-05-08,kumagaya,21.5,28.2,15.4,0.0,11.2,,0.0,0.0,2.3,45.0,1007.8,4.0,晴,晴後薄曇
2015-05-09,kumagaya,18.0,21.2,14.9,5.0,0.0,,0.0,0.0,1.8,76.0,1007.6,10.0,曇時々雨,曇一時雨
2015-05-10,kumagaya,18.4,25.7,12.8,0.0,12.7,,0.0,0.0,4.0,41.0,1008.6,1.0,晴,晴
2015-05-11,kumagaya,17.0,25.0,9.5,0.0,11.6,,0.0,0.0,3.0,31.0,1017.8,5.3,晴後一時薄曇,薄曇後一時雨
2015-05-12,kumagaya,16.8,21.0,12.6,16.5,0.4,,0.0,0.0,1.7,59.0,1007.1,10.0,曇後一時雨,雨後曇一時晴
2015-05-13,kumagaya,22.8,30.0,15.1,0.0,12.4,,0.0,0.0,3.4,40.0,999.5,0.0,快晴,快晴
2015-05-14,kumagaya,22.9,31.6,13.3,0.0,10.7,,0.0,0.0,2.1,42.0,1006.0,7.0,晴一時薄曇,薄曇
2015-05-15,kumagaya,23.0,29.4,17.3,0.0,8.7,,0.0,0.0,2.5,53.0,1006.2,7.0,晴後薄曇,曇後雨
2015-05-16,kumagaya,21.0,24.7,18.9,2.5,0.8,,0.0,0.0,2.3,78.0,999.8,10.0,雨後曇,曇
2015-05-17,kumagaya,23.2,29.6,17.5,0.0,11.7,,0.0,0.0,2.9,41.0,1005.7,8.7,晴後薄曇,薄曇一時晴
2015-05-18,kumagaya,21.6,28.3,15.6,0.0,7.3,,0.0,0.0,3.3,50.0,1008.1,8.7,薄曇一時晴,雨時々曇
2015-05-19,kumagaya,20.0,23.4,16.2,2.0,1.0,,0.0,0.0,1.8,78.0,1000.0,10.0,曇一時雨,曇欠q々雨
2015-05-20,kumagaya,22.6,28.3,18.9,0.0,5.0,,0.0,0.0,2.5,62.0,997.9,8.3,曇時々晴,曇時々雨、雷を伴う
2015-05-21,kumagaya,19.4,25.4,14.0,8.0,12.8,,0.0,0.0,4.3,41.0,1003.2,0.3,晴,晴後一時薄曇
2015-05-22,kumagaya,19.7,26.9,12.4,0.0,9.5,,0.0,0.0,2.0,49.0,1009.5,7.3,薄曇一時晴,晴後一時薄曇
2015-05-23,kumagaya,22.0,30.0,14.2,0.0,10.0,,0.0,0.0,2.3,47.0,1008.2,10.0,薄曇,曇
2015-05-24,kumagaya,22.2,27.3,17.9,0.0,6.4,,0.0,0.0,1.9,56.0,1004.9,10.0,曇後一時晴,晴時々薄曇
2015-05-25,kumagaya,21.4,27.8,15.2,0.0,8.3,,0.0,0.0,2.4,60.0,1006.4,9.7,曇時々晴,薄曇後晴
2015-05-26,kumagaya,23.6,31.8,15.0,0.0,13.1,,0.0,0.0,2.2,48.0,1004.0,1.7,晴,快晴
2015-05-27,kumagaya,24.0,31.4,17.3,0.0,12.7,,0.0,0.0,3.4,37.0,1006.4,4.0,晴後一時薄曇,曇一時晴
2015-05-28,kumagaya,22.7,27.4,19.0,0.0,3.5,,0.0,0.0,2.4,56.0,1010.6,10.0,曇,曇
2015-05-29,kumagaya,21.0,24.2,18.9,3.0,0.0,,0.0,0.0,1.9,78.0,1007.0,10.0,曇欠q々雨,雨時々曇後晴
2015-05-30,kumagaya,24.9,32.6,17.8,0.0,11.6,,0.0,0.0,2.7,60.0,997.8,5.7,晴後一時薄曇,曇一時雨
2015-05-31,kumagaya,25.5,32.2,20.3,0.0,10.1,,0.0,0.0,3.3,41.0,999.4,7.7,晴後一時曇,曇一時晴
2015-06-01,kumagaya,23.8,31.1,18.7,0.0,8.3,,0.0,0.0,2.4,44.0,1008.1,8.7,曇後晴,薄曇後一時晴
2015-06-02,kumagaya,23.8,31.5,17.1,0.0,7.5,,0.0,0.0,2.1,60.0,1007.2,9.7,曇一時晴,曇後一時雨
2015-06-03,kumagaya,21.7,24.3,19.5,13.0,0.0,,0.0,0.0,1.5,84.0,997.2,10.0,雨後曇,曇時々晴
2015-06-04,kumagaya,22.3,28.4,17.9,0.0,12.1,,0.0,0.0,5.3,31.0,1000.5,3.0,曇後晴,晴後一時薄曇
